"id","h_year","age","year_birth","height"
2216,1797,32,1765,64.00
4898,1791,33,1758,63.00
2210,1797,35,1762,62.00
7950,1793,53,1740,65.00
5683,1792,13,1779,54.00
5682,1792,33,1759,60.00
5813,1792,25,1767,64.00
8138,1793,30,1763,60.00
2177,1796,32,1764,63.00
4897,1791,21,1770,63.00
6064,1792,39,1753,64.00
7363,1793,30,1763,62.00
2207,1797,15,1782,58.00
5256,1792,30,1762,64.00
6083,1792,37,1755,64.00
2190,1796,37,1759,60.00
4700,1791,47,1744,62.00
8505,1794,25,1769,64.00
2191,1796,32,1764,65.00
2181,1796,49,1747,61.00
6148,1792,36,1756,65.00
2184,1796,21,1775,54.00
5161,1792,25,1767,67.00
3411,1798,19,1779,65.00
8695,1794,32,1762,62.00
4804,1791,30,1761,58.00
6703,1792,27,1765,63.00
2214,1797,32,1765,66.00
8231,1794,30,1764,56.00
6141,1792,17,1775,63.00
2208,1797,53,1744,61.00
2183,1796,50,1746,60.00
3422,1798,20,1778,64.00
5620,1792,29,1763,65.00
64,1794,28,1766,63.00
6502,1792,15,1777,60.00
3424,1798,23,1775,63.00
3425,1798,25,1773,59.00
2169,1796,32,1764,67.00
1035,1795,16,1779,63.00
7591,1793,17,1776,60.00
7543,1793,21,1772,62.00
6627,1792,28,1764,65.00
2198,1797,18,1779,64.00
7868,1793,19,1774,62.00
7219,1793,21,1772,61.00
8755,1794,24,1770,62.00
6195,1792,25,1767,64.00
8806,1794,30,1764,62.00
17,1794,31,1763,63.00
5797,1792,25,1767,60.00
7208,1793,24,1769,60.00
7173,1793,25,1768,49.00
2180,1796,58,1738,62.00
2201,1797,59,1738,64.00
2218,1797,21,1776,62.00
6164,1792,18,1774,64.00
5744,1792,31,1761,60.00
2336,1797,21,1776,63.00
7567,1793,21,1772,65.00
2301,1797,40,1757,59.00
3438,1797,52,1745,67.00
8265,1794,20,1774,60.00
6564,1792,32,1760,64.00
57,1794,34,1760,61.00
560,1794,35,1759,63.00
5944,1792,20,1772,63.00
2293,1797,24,1773,62.00
3474,1798,28,1770,67.00
6520,1792,28,1764,65.00
3466,1798,25,1773,64.00
4608,1791,17,1774,62.00
4930,1791,16,1775,57.00
7570,1793,21,1772,62.00
2254,1796,30,1766,61.00
4917,1791,26,1765,60.00
616,1794,36,1758,64.00
7904,1793,21,1772,62.00
7642,1793,25,1768,62.00
255,1793,21,1772,62.00
6472,1792,42,1750,62.00
8590,1794,42,1752,67.00
8604,1794,12,1782,52.00
5965,1792,22,1770,64.00
5055,1791,23,1768,62.00
5403,1792,25,1767,58.00
2262,1796,43,1753,65.00
2228,1796,36,1760,62.00
2263,1796,12,1784,61.00
6604,1792,27,1765,65.00
608,1794,19,1775,58.00
607,1794,54,1740,60.00
334,1794,20,1774,71.00
1055,1795,22,1773,65.00
2296,1797,38,1759,66.00
7917,1793,35,1758,63.00
7867,1793,10,1783,60.00
8248,1794,19,1775,62.00
1057,1795,22,1773,59.00
7308,1793,33,1760,63.00
3435,1797,37,1760,65.00
8544,1794,47,1747,62.00
2290,1797,48,1749,63.00
8819,1794,55,1739,57.00
8214,1794,20,1774,60.00
2268,1796,29,1767,65.00
2244,1796,40,1756,64.00
8217,1794,13,1781,48.00
5995,1792,18,1774,60.00
2327,1797,19,1778,63.00
5736,1792,20,1772,66.00
4641,1791,21,1770,61.00
4713,1791,21,1770,64.00
1050,1795,22,1773,62.00
7287,1793,33,1760,60.00
2299,1797,38,1759,65.00
6464,1792,44,1748,62.00
5371,1792,68,1724,62.00
6282,1792,17,1775,64.00
7584,1793,17,1776,64.00
2292,1797,20,1777,60.00
3436,1797,23,1774,62.00
7042,1793,33,1760,65.00
7754,1793,35,1758,65.00
354,1794,20,1774,71.00
6521,1792,29,1763,64.00
2272,1797,25,1772,59.00
6985,1793,23,1770,62.00
5074,1791,16,1775,62.00
6277,1792,28,1764,65.00
570,1794,50,1744,62.00
416,1794,19,1775,64.00
8473,1794,15,1779,60.00
124,1794,32,1762,55.00
6714,1792,33,1759,64.00
7198,1793,34,1759,69.00
5132,1792,33,1759,62.00
2251,1796,30,1766,64.00
2314,1797,18,1779,62.00
2312,1797,27,1770,64.00
5986,1792,23,1769,60.00
7728,1792,29,1763,68.00
5802,1792,30,1762,62.00
5217,1792,19,1773,64.00
3437,1797,25,1772,63.00
3445,1797,40,1757,62.00
8467,1794,53,1741,60.00
5994,1792,19,1773,60.00
1024,1795,17,1778,54.00
2255,1796,38,1758,65.00
2224,1796,34,1762,66.00
8447,1794,26,1768,62.00
6283,1792,35,1757,64.00
3460,1798,36,1762,63.00
3467,1798,27,1771,66.00
2317,1797,33,1764,62.00
6215,1792,50,1742,62.00
6706,1792,26,1766,62.00
7290,1793,23,1770,64.00
5992,1792,40,1752,65.00
6057,1792,28,1764,65.00
6895,1793,28,1765,62.00
982,1795,30,1765,60.00
7381,1793,26,1767,60.00
2341,1796,28,1768,65.00
5042,1791,49,1742,63.00
5537,1792,14,1778,62.00
6016,1792,20,1772,64.00
7327,1793,60,1733,62.00
4754,1791,64,1727,64.00
8735,1794,30,1764,58.00
395,1795,30,1765,58.00
8465,1794,27,1767,62.00
6446,1792,19,1773,65.00
2347,1796,28,1768,60.00
2376,1797,38,1759,64.00
6625,1792,24,1768,62.00
1056,1795,19,1776,62.00
6626,1792,21,1771,65.00
6935,1793,28,1765,62.00
2368,1797,32,1765,66.00
3568,1798,43,1755,65.00
5678,1792,30,1762,64.00
6395,1792,34,1758,65.00
2346,1795,14,1781,62.00
361,1794,19,1775,62.00
6691,1792,18,1774,54.00
6827,1793,19,1774,60.00
2339,1795,33,1762,62.00
7749,1793,46,1747,63.00
2337,1796,60,1736,54.00
6501,1792,38,1754,65.00
8103,1793,23,1770,60.00
5894,1792,30,1762,62.00
599,1794,32,1762,60.00
2362,1797,32,1765,61.00
3540,1797,32,1765,62.00
5800,1792,43,1749,60.00
8354,1794,22,1772,63.00
2385,1797,30,1767,60.00
3571,1797,30,1767,59.00
8609,1794,29,1765,50.00
5497,1792,32,1760,65.00
4753,1791,34,1757,60.00
6175,1792,11,1781,59.00
176,1794,35,1759,63.00
7302,1793,37,1756,63.00
2436,1797,42,1755,60.00
5506,1792,38,1754,63.00
6705,1792,38,1754,62.00
3646,1798,39,1759,64.00
986,1795,31,1764,59.00
2393,1796,35,1761,68.00
8789,1794,20,1774,54.00
4611,1791,29,1762,63.00
5672,1792,52,1740,64.00
6169,1792,44,1748,63.00
8608,1794,21,1773,60.00
2405,1797,21,1776,60.00
985,1795,21,1774,64.00
2443,1797,21,1776,65.00
3610,1797,26,1771,64.00
377,1794,33,1761,58.00
121,1794,27,1767,62.00
4635,1791,33,1758,70.00
8578,1794,25,1769,62.00
8390,1794,29,1765,60.00
5696,1792,29,1763,65.00
2441,1797,30,1767,65.00
6287,1792,40,1752,63.00
8575,1794,20,1774,62.00
6077,1792,66,1726,64.00
6809,1793,42,1751,63.00
2454,1796,17,1779,66.00
3659,1798,25,1773,60.00
2392,1796,49,1747,59.00
5978,1792,24,1768,64.00
4873,1791,22,1769,62.00
4972,1791,29,1762,60.00
213,1792,40,1752,67.00
2400,1796,25,1771,64.00
310,1794,22,1772,63.00
5204,1792,17,1775,58.00
7361,1793,20,1773,60.00
7300,1793,23,1770,68.00
2425,1797,32,1765,66.00
104,1794,17,1777,59.00
3677,1798,26,1772,56.00
178,1794,55,1739,63.00
2451,1796,20,1776,53.00
3670,1798,20,1778,60.00
3662,1798,27,1771,63.00
2426,1797,39,1758,63.00
2458,1796,48,1748,60.00
7324,1793,55,1738,65.00
7426,1793,55,1738,66.00
8105,1793,34,1759,63.00
2467,1796,36,1760,63.00
3590,1797,10,1787,66.00
3675,1798,40,1758,61.00
1053,1795,58,1737,61.00
8268,1794,18,1776,60.00
2430,1797,32,1765,64.50
2453,1796,70,1726,59.00
6205,1792,32,1760,64.00
8516,1794,33,1761,60.00
349,1794,38,1756,60.00
199,1791,63,1728,62.00
6776,1793,19,1774,62.00
4620,1791,14,1777,60.00
2446,1795,23,1772,59.00
7204,1793,44,1749,65.00
2427,1797,26,1771,65.00
106,1794,40,1754,63.00
6301,1792,31,1761,64.00
4768,1791,30,1761,63.00
347,1794,33,1761,63.00
2432,1797,40,1757,67.00
2404,1796,32,1764,63.00
340,1794,26,1768,60.00
5507,1792,17,1775,60.00
6379,1792,26,1766,64.00
7552,1793,27,1766,60.00
4721,1791,22,1769,62.00
5895,1792,39,1753,62.00
8596,1794,40,1754,66.00
6755,1793,40,1753,62.00
270,1793,46,1747,62.00
2483,1796,35,1761,64.00
5642,1792,42,1750,65.00
8535,1794,13,1781,52.00
2477,1796,27,1769,54.00
