"id","h_year","age","year_birth","height","daterc","source","ref_id"
650,1866,18,1848,59.50,"1866-05-28","p","4_44_12"
651,1866,40,1826,62.25,"1866-08-06","p","4_44_13"
652,1867,20,1847,58.00,"1867-12-16","p","4_44_14"
653,1866,25,1841,63.00,"1861-08-05","p","4_44_19"
655,1866,27,1839,62.00,"1859-10-10","p","4_44_24"
657,1866,26,1840,63.50,"1866-09-24","p","4_44_28"
659,1866,30,1836,58.25,"1866-09-03","p","4_44_33"
660,1866,29,1837,63.00,"1859-01-03","p","4_44_42"
662,1868,41,1827,61.00,"1868-02-24","p","4_44_46"
663,1866,28,1838,63.50,"1862-01-06","p","4_44_49"
665,1866,50,1816,61.00,"1866-09-03","p","4_44_51"
666,1866,44,1822,59.00,"1863-04-06","p","4_44_63"
676,1868,40,1828,64.00,"1868-02-24","p","4_45_10"
677,1866,22,1844,63.00,"1866-12-17","p","4_45_25"
678,1866,30,1836,63.00,"1862-09-15","p","4_45_27"
680,1868,21,1847,60.00,"1868-04-06","p","4_45_28"
668,1861,22,1839,61.00,"1861-05-06","p","4_45_3"
681,1867,40,1827,62.50,"1867-01-21","p","4_45_45"
670,1866,36,1830,65.50,"1862-09-13","p","4_45_5"
682,1866,22,1844,62.00,"1863-10-05","p","4_45_53"
672,1866,54,1812,61.00,"1866-11-05","p","4_45_7"
675,1866,46,1820,60.50,"1866-10-01","p","4_45_9"
685,1867,34,1833,64.00,"1857-08-10","p","4_46_10"
687,1867,22,1845,61.00,"1862-10-20","p","4_46_11"
689,1868,32,1836,63.00,"1868-06-08","p","4_46_12"
690,1866,24,1842,63.50,"1866-11-05","p","4_46_21"
691,1868,22,1846,62.00,"1868-06-01","p","4_46_23"
692,1867,57,1810,61.50,"1867-02-04","p","4_46_27"
693,1866,20,1846,62.25,"1866-11-05","p","4_46_28"
694,1865,27,1838,60.00,"1861-08-19","p","4_46_32"
697,1865,35,1830,60.00,"1865-02-27","p","4_46_36"
699,1866,49,1817,61.50,"1866-11-05","p","4_46_45"
701,1868,26,1842,63.25,"1861-06-03","p","4_46_57"
684,1867,37,1830,64.50,"1867-02-04","p","4_46_9"
705,1867,19,1848,59.00,"1867-02-25","p","4_47_12"
706,1867,24,1843,63.00,"1867-04-08","p","4_47_21"
707,1868,36,1832,63.25,"1868-10-19","p","4_47_35"
708,1867,62,1805,60.75,"1867-07-01","p","4_47_38"
709,1867,27,1840,60.00,"1862-08-18","p","4_47_39"
703,1866,40,1826,63.00,"1866-02-05","p","4_47_7"
704,1866,19,1847,59.00,"1866-01-08","p","4_47_9"
716,1871,34,1837,63.00,"1871-07-10","p","4_48_29"
719,1877,35,1842,61.00,"1871-12-18","p","4_49_10"
722,1879,38,1841,65.50,"1879-04-28","p","4_49_25"
718,1880,29,1851,62.00,"1880-06-28","p","4_49_5"
728,1873,30,1843,62.50,"1873-06-30","p","4_50_16"
724,1879,28,1851,63.50,"1879-04-28","p","4_50_8"
733,1868,22,1846,63.00,"1864-02-08","p","4_51_16"
882,1872,35,1837,59.00,"1872-04-08","p","4_51_17"
738,1865,24,1841,66.00,"1865-02-20","p","4_51_20"
742,1868,24,1844,60.50,"1868-12-07","p","4_52_2"
749,1873,25,1848,65.50,"1873-02-10","p","4_53_16"
751,1870,24,1846,59.50,"1865-01-02","p","4_53_17"
754,1880,32,1848,60.00,"1880-07-19","p","4_53_18"
755,1879,63,1816,59.00,"1871-11-20","p","4_53_19"
757,1874,23,1851,63.00,"1874-06-08","p","4_53_25"
763,1869,18,1851,59.75,"1869-07-20","p","4_54_17"
758,1877,29,1848,60.00,"1877-09-17","p","4_54_2"
767,1864,36,1828,63.00,"1856-12-11","p","4_54_24"
759,1880,36,1844,61.50,"1880-06-21","p","4_54_6"
760,1876,49,1827,57.00,"1871-02-06","p","4_54_7"
775,1880,75,1805,58.00,"1875-09-06","p","4_55_26"
783,1871,30,1841,62.50,"1871-11-20","p","4_56_12"
777,1880,29,1851,60.50,"1869-11-01","p","4_56_2"
786,1864,24,1840,62.00,"1864-03-21","p","4_56_22"
789,1870,31,1839,62.50,"1870-12-19","p","4_56_23"
793,1881,31,1850,65.50,"1881-05-02","p","4_57_22"
792,1872,19,1853,59.00,"1872-10-07","p","4_57_7"
799,1871,48,1823,58.50,"1871-06-05","p","4_58_13"
797,1872,24,1848,66.25,"1872-03-18","p","4_58_8"
803,1874,31,1843,63.50,"1874-04-13","p","4_59_24"
805,1874,34,1840,62.00,"1874-12-04","p","4_59_26"
807,1872,50,1822,60.00,"1867-01-21","p","4_60_12"
812,1862,40,1822,62.75,"1862-09-04","p","4_60_21"
816,1870,28,1842,63.50,"1870-09-26","p","4_61_1"
821,1874,33,1841,67.00,"1874-11-16","p","4_61_13"
826,1866,31,1835,62.50,"1866-12-03","p","4_61_21"
818,1869,19,1850,61.25,"1869-12-06","p","4_61_7"
829,1872,21,1851,62.00,"1872-05-06","p","4_62_12"
831,1874,36,1838,67.50,"1868-04-06","p","4_62_16"
836,1874,33,1841,68.00,"1874-01-05","p","4_63_1"
839,1866,22,1844,59.00,"1866-10-22","p","4_63_10"
843,1874,34,1840,60.00,"1869-02-08","p","4_64_6"
847,1872,27,1845,59.25,"1872-11-04","p","4_65_1"
850,1872,21,1851,63.00,"1872-11-18","p","4_65_11"
855,1876,29,1847,61.00,"1876-02-01","p","4_67_1"
860,1874,35,1839,59.00,"1874-10-19","p","4_68_10"
858,1874,30,1844,60.00,"1874-10-29","p","4_68_7"
864,1875,32,1843,64.50,"1875-03-22","p","4_69_10"
869,1874,29,1845,61.00,"1869-06-21","p","4_69_18"
876,1874,42,1832,61.00,"1865-12-18","p","4_71_11"
874,1873,34,1839,63.00,"1873-10-08","p","4_71_6"
97,1859,17,1842,48.75,"1859-03-21","p","4_9_41"
98,1858,30,1828,60.00,"1858-06-14","p","4_9_43"
99,1859,36,1823,63.50,"1859-03-07","p","4_9_46"
100,1859,20,1839,60.50,"1859-04-04","p","4_9_60"
101,1858,19,1839,62.00,"1858-07-05","p","4_9_63"
102,1859,41,1818,60.00,"1859-04-15","p","4_9_65"
103,1859,26,1833,62.00,"1859-04-15","p","4_9_66"
