"id","h_year","age","year_birth","height"
45391,1898,35,1863,57.25
47377,1899,34,1865,57.25
48516,1899,35,1864,57.25
48652,1899,31,1868,57.25
48962,1899,53,1846,57.25
49250,1899,34,1865,57.25
49617,1899,42,1857,57.25
50906,1900,40,1860,57.25
51878,1900,45,1855,57.25
53053,1900,38,1862,57.25
54906,1901,28,1873,57.25
55144,1901,23,1878,57.25
56008,1901,35,1866,57.25
57888,1902,34,1868,57.25
58755,1902,39,1863,57.25
63521,1903,34,1869,57.25
64840,1904,39,1865,57.25
65943,1904,23,1881,57.25
68131,1904,25,1879,57.25
72219,1905,49,1856,57.25
73479,1906,32,1874,57.25
74411,1906,53,1853,57.25
78443,1907,23,1884,57.25
78604,1907,41,1866,57.25
83044,1908,23,1885,57.25
106242,1912,32,1880,57.25
107065,1912,51,1861,57.25
123198,1918,48,1870,57.25
130906,1923,71,1852,57.25
132472,1923,28,1895,57.25
393,1881,19,1862,57.50
1454,1881,18,1863,57.50
1830,1881,23,1858,57.50
2358,1881,29,1852,57.50
2735,1881,52,1829,57.50
2766,1881,31,1850,57.50
3138,1881,24,1857,57.50
3498,1881,35,1846,57.50
3503,1881,27,1854,57.50
3599,1881,22,1859,57.50
4337,1882,32,1850,57.50
4479,1882,28,1854,57.50
4737,1882,26,1856,57.50
4789,1882,31,1851,57.50
4876,1882,17,1865,57.50
5488,1882,29,1853,57.50
5897,1882,32,1850,57.50
6216,1882,35,1847,57.50
6333,1882,18,1864,57.50
6411,1882,30,1852,57.50
6413,1882,46,1836,57.50
6490,1882,48,1834,57.50
6613,1882,25,1857,57.50
6647,1882,20,1862,57.50
7184,1882,33,1849,57.50
7579,1882,25,1857,57.50
7874,1882,36,1846,57.50
8255,1882,42,1840,57.50
8263,1882,51,1831,57.50
8335,1882,35,1847,57.50
8707,1889,17,1872,57.50
8824,1889,51,1838,57.50
9000,1889,41,1848,57.50
9238,1889,21,1868,57.50
9732,1889,38,1851,57.50
9991,1889,42,1847,57.50
10222,1889,61,1828,57.50
10459,1889,21,1868,57.50
10991,1889,30,1859,57.50
11012,1889,26,1863,57.50
11300,1889,17,1872,57.50
11388,1889,30,1859,57.50
11412,1889,37,1852,57.50
11701,1889,25,1864,57.50
11912,1889,43,1846,57.50
12602,1890,20,1870,57.50
12795,1890,41,1849,57.50
12821,1890,49,1841,57.50
13037,1890,24,1866,57.50
13427,1890,46,1844,57.50
13833,1890,41,1849,57.50
13881,1890,27,1863,57.50
15032,1890,29,1861,57.50
15501,1890,39,1851,57.50
16132,1890,47,1843,57.50
16393,1890,34,1856,57.50
17732,1891,36,1855,57.50
17997,1891,52,1839,57.50
18239,1891,40,1851,57.50
18451,1891,31,1860,57.50
20271,1892,21,1871,57.50
20282,1892,20,1872,57.50
20317,1892,30,1862,57.50
21301,1892,53,1839,57.50
21825,1892,38,1854,57.50
23140,1892,35,1857,57.50
23620,1893,67,1826,57.50
24305,1893,31,1862,57.50
24749,1893,45,1848,57.50
25369,1893,39,1854,57.50
26067,1893,22,1871,57.50
26204,1893,32,1861,57.50
27654,1894,46,1848,57.50
27681,1894,30,1864,57.50
27718,1894,63,1831,57.50
28759,1894,48,1846,57.50
28760,1894,36,1858,57.50
29422,1894,18,1876,57.50
30063,1894,41,1853 ,57.50
30181,1894,70,1824,57.50
30633,1894,73,1821,57.50
31027,1895,49,1846,57.50
